time,tool_processes,rss_sum_kib,rss_max_kib
2026-09-25T09:39:18+00:00,2,430064,425332
2026-09-25T09:39:20+00:00,2,502340,497608
2026-09-25T09:39:22+00:00,2,604716,599984
2026-09-25T09:39:24+00:00,2,733260,728528
2026-09-25T09:39:26+00:00,2,922304,917572
2026-09-25T09:39:28+00:00,2,994124,989392
2026-09-25T09:39:30+00:00,2,1061400,1056668
2026-09-25T09:39:32+00:00,2,1380524,1375792
2026-09-25T09:39:34+00:00,2,1449816,1445084
2026-09-25T09:39:36+00:00,2,1522644,1517912
2026-09-25T09:39:38+00:00,2,1593920,1589188
2026-09-25T09:39:40+00:00,2,1663696,1658964
2026-09-25T09:39:42+00:00,2,1735748,1731016
2026-09-25T09:39:44+00:00,2,2296392,2291660
2026-09-25T09:39:46+00:00,2,2367676,2362944
2026-09-25T09:39:48+00:00,2,2439916,2435184
2026-09-25T09:39:50+00:00,2,2510608,2505876
2026-09-25T09:39:52+00:00,2,2522520,2517788
2026-09-25T09:39:54+00:00,2,2522520,2517788
2026-09-25T09:39:56+00:00,2,427348,422616
2026-09-25T09:39:58+00:00,2,837048,832316
2026-09-25T09:40:00+00:00,2,1353732,1349000
2026-09-25T09:40:02+00:00,2,1674024,1669292
2026-09-25T09:40:04+00:00,2,2371956,2367224
2026-09-25T09:40:06+00:00,2,2700212,2695480
2026-09-25T09:40:08+00:00,2,2259164,2254432
2026-09-25T09:40:10+00:00,2,2259164,2254432
2026-09-25T09:40:12+00:00,2,295680,290948
2026-09-25T09:40:14+00:00,2,339984,335252
2026-09-25T09:40:16+00:00,2,205108,200376
2026-09-25T09:40:18+00:00,2,305740,301008
2026-09-25T09:40:20+00:00,2,340812,336080
2026-09-25T09:40:22+00:00,2,372344,367612
2026-09-25T09:40:24+00:00,2,437268,432536
2026-09-25T09:40:26+00:00,2,502160,497428
2026-09-25T09:40:28+00:00,2,563204,558472
2026-09-25T09:40:30+00:00,2,625892,621160
2026-09-25T09:40:32+00:00,2,688400,683668
2026-09-25T09:40:34+00:00,2,750744,746012
2026-09-25T09:40:36+00:00,4,275232,173520
2026-09-25T09:40:38+00:00,2,282100,277372
2026-09-25T09:40:40+00:00,4,661004,504180
2026-09-25T09:40:42+00:00,4,675132,506344
2026-09-25T09:40:44+00:00,4,797952,705472
2026-09-25T09:40:46+00:00,4,927764,768516
2026-09-25T09:40:48+00:00,4,514124,344620
2026-09-25T09:40:50+00:00,4,909536,755600
2026-09-25T09:40:52+00:00,4,318560,159092
2026-09-25T09:40:54+00:00,3,178404,169000
2026-09-25T09:40:56+00:00,4,352392,187548
2026-09-25T09:40:58+00:00,4,382456,203708
2026-09-25T09:41:00+00:00,4,449872,231532
2026-09-25T09:41:02+00:00,4,277156,226452
2026-09-25T09:41:04+00:00,4,382508,210024
2026-09-25T09:41:06+00:00,4,495916,285080
2026-09-25T09:41:08+00:00,4,726316,510544
2026-09-25T09:41:10+00:00,4,722948,516968
2026-09-25T09:41:13+00:00,4,925420,715176
2026-09-25T09:41:15+00:00,4,990636,775136
2026-09-25T09:41:17+00:00,4,552940,356644
2026-09-25T09:41:19+00:00,4,1105868,769092
2026-09-25T09:41:21+00:00,4,828652,659420
2026-09-25T09:41:23+00:00,4,894680,680436
2026-09-25T09:41:25+00:00,4,850788,682900
2026-09-25T09:41:27+00:00,4,274784,193468
2026-09-25T09:41:29+00:00,4,473032,247828
2026-09-25T09:41:31+00:00,4,679900,416204
2026-09-25T09:41:33+00:00,2,584296,579632
2026-09-25T09:41:35+00:00,4,889040,729184
2026-09-25T09:41:37+00:00,4,1008032,873228
2026-09-25T09:41:39+00:00,4,1176164,1011676
2026-09-25T09:41:41+00:00,4,687448,553096
2026-09-25T09:41:43+00:00,4,756544,592876
2026-09-25T09:41:45+00:00,4,949728,667620
2026-09-25T09:41:47+00:00,4,855488,685740
2026-09-25T09:41:49+00:00,4,862832,680500
2026-09-25T09:41:51+00:00,4,836088,681884
2026-09-25T09:41:53+00:00,4,902896,709356
2026-09-25T09:41:55+00:00,4,852432,709356
2026-09-25T09:41:57+00:00,4,914592,733648
2026-09-25T09:41:59+00:00,4,864832,671068
2026-09-25T09:42:01+00:00,4,856208,676752
2026-09-25T09:42:03+00:00,4,919120,680820
2026-09-25T09:42:05+00:00,4,862464,697412
2026-09-25T09:42:07+00:00,4,910668,709700
2026-09-25T09:42:09+00:00,4,875092,709700
2026-09-25T09:42:11+00:00,4,975988,774164
2026-09-25T09:42:13+00:00,5,1364028,847716
2026-09-25T09:42:15+00:00,4,1141776,919292
2026-09-25T09:42:17+00:00,9,735792,221948
2026-09-25T09:42:19+00:00,9,1603672,260916
2026-09-25T09:42:21+00:00,9,1131852,337536
2026-09-25T09:42:23+00:00,9,1606324,371432
2026-09-25T09:42:25+00:00,5,1370104,422096
2026-09-25T09:42:27+00:00,3,620752,400068
2026-09-25T09:42:29+00:00,2,175036,170300
2026-09-25T09:42:31+00:00,2,220196,215460
2026-09-25T09:42:33+00:00,0,0,0
2026-09-25T09:42:35+00:00,1,251240,251240
2026-09-25T09:42:37+00:00,1,395308,395308
2026-09-25T09:42:39+00:00,1,446144,446144
